refrigerant_key,temperature_key,state_key,pressure_bar,pressure_psi
19,18,1,16.8541,244.45
19,18,2,14.8993,216.1
19,19,1,18.9592,274.98
19,19,2,16.8541,244.45
19,20,1,21.2141,307.68
19,20,2,18.9592,274.98
19,21,1,23.6169,342.53
19,21,2,21.2141,307.68
19,22,1,26.1652,379.5
19,22,2,23.6169,342.53
19,23,1,28.8564,418.53
19,23,2,26.1652,379.5
19,24,1,31.6873,459.59
19,24,2,28.8564,418.53
19,25,1,34.6554,502.64
19,25,2,31.6873,459.59
20,1,1,0.9165,13.29
20,1,2,0.9165,13.29
20,2,1,1.1746,17.04
20,2,2,1.1746,17.04
20,3,1,1.4886,21.59
20,3,2,1.4886,21.59
20,4,1,1.8668,27.08
20,4,2,1.8668,27.08
20,5,1,2.3175,33.61
20,5,2,2.3175,33.61
20,6,1,2.8492,41.32
20,6,2,2.8492,41.32
20,7,1,3.4706,50.34
20,7,2,3.4706,50.34
20,8,1,4.19,60.77
20,8,2,4.19,60.77
20,9,1,5.0155,72.74
20,9,2,5.0155,72.74
20,10,1,5.9547,86.37
20,10,2,5.9547,86.37
20,11,1,7.0145,101.74
20,11,2,7.0145,101.74
20,12,1,8.2008,118.94
20,12,2,8.2008,118.94
20,13,1,9.5187,138.06
20,13,2,9.5187,138.06
20,14,1,10.9723,159.14
20,14,2,10.9723,159.14
20,15,1,12.5643,182.23
20,15,2,12.5643,182.23
20,16,1,14.2964,207.35
20,16,2,14.2964,207.35
20,17,1,16.1695,234.52
20,17,2,16.1695,234.52
20,18,1,18.183,263.72
20,18,2,18.183,263.72
20,19,1,20.336,294.95
20,19,2,20.336,294.95
20,20,1,22.6267,328.17
20,20,2,22.6267,328.17
20,21,1,25.0534,363.37
20,21,2,25.0534,363.37
20,22,1,27.6142,400.51
20,22,2,27.6142,400.51
20,23,1,30.3078,439.58
20,23,2,30.3078,439.58
20,24,1,33.1338,480.57
20,24,2,33.1338,480.57
20,25,1,36.0932,523.49
20,25,2,36.0932,523.49
21,1,1,1.1427,16.57
21,1,2,1.1427,16.57
21,2,1,1.4577,21.14
21,2,2,1.4577,21.14
21,3,1,1.8397,26.68
21,3,2,1.8397,26.68
21,4,1,2.2984,33.34
21,4,2,2.2984,33.34
21,5,1,2.8434,41.24
21,5,2,2.8434,41.24
21,6,1,3.485,50.55
21,6,2,3.485,50.55
21,7,1,4.2332,61.4
21,7,2,4.2332,61.4
21,8,1,5.0981,73.94
21,8,2,5.0981,73.94
21,9,1,6.0891,88.32
21,9,2,6.0891,88.32
21,10,1,7.2153,104.65
21,10,2,7.2153,104.65
21,11,1,8.4849,123.06
21,11,2,8.4849,123.06
21,12,1,9.9051,143.66
21,12,2,9.9051,143.66
21,13,1,11.482,166.53
21,13,2,11.482,166.53
21,14,1,13.2205,191.75
21,14,2,13.2205,191.75
21,15,1,15.1238,219.35
21,15,2,15.1238,219.35
21,16,1,17.1941,249.38
21,16,2,17.1941,249.38
21,17,1,19.4319,281.84
21,17,2,19.4319,281.84
21,18,1,21.8366,316.71
21,18,2,21.8366,316.71
21,19,1,24.4063,353.98
21,19,2,24.4063,353.98
21,20,1,27.1382,393.61
21,20,2,27.1382,393.61
21,21,1,30.0289,435.53
21,21,2,30.0289,435.53
21,22,1,33.0746,479.71
21,22,2,33.0746,479.71
21,23,1,36.2716,526.08
21,23,2,36.2716,526.08
21,24,1,39.6167,574.59
21,24,2,39.6167,574.59
21,25,1,43.1079,625.23
21,25,2,43.1079,625.23
22,1,1,0.8273,12.0
22,1,2,0.6539,9.48
22,2,1,1.0629,15.42
22,2,2,0.8488,12.31
22,3,1,1.3508,19.59
22,3,2,1.0892,15.8
22,4,1,1.699,24.64
22,4,2,1.3828,20.06
22,5,1,2.1157,30.69
22,5,2,1.7374,25.2
22,6,1,2.6098,37.85
22,6,2,2.1615,31.35
22,7,1,3.1899,46.27
22,7,2,2.6638,38.63
22,8,1,3.8651,56.06
22,8,2,3.253,47.18
22,9,1,4.6441,67.36
22,9,2,3.9382,57.12
22,10,1,5.5352,80.28
22,10,2,4.728,68.57
22,11,1,6.5464,94.95
22,11,2,5.6308,81.67
22,12,1,7.6849,111.46
22,12,2,6.6544,96.51
22,13,1,8.9571,129.91
22,13,2,7.806,113.22
22,14,1,10.3685,150.38
22,14,2,9.0919,131.87
22,15,1,11.9232,172.93
22,15,2,10.5174,152.54
22,16,1,13.6246,197.61
22,16,2,12.0867,175.3
22,17,1,15.4746,224.44
22,17,2,13.8029,200.19
22,18,1,17.4741,253.44
22,18,2,15.6679,227.24
22,19,1,19.6227,284.6
22,19,2,17.6822,256.46
22,20,1,21.9192,317.91
22,20,2,19.8457,287.84
22,21,1,24.3616,353.34
22,21,2,22.1569,321.36
22,22,1,26.9474,390.84
22,22,2,24.6138,356.99
22,23,1,29.6738,430.38
22,23,2,27.2138,394.7
22,24,1,32.5383,471.93
22,24,2,29.9541,434.45
22,25,1,35.5386,515.44
22,25,2,32.8322,476.19
23,1,1,0.8703,12.62
23,1,2,0.6776,9.83
23,2,1,1.1168,16.2
23,2,2,0.8792,12.75
23,3,1,1.4179,20.56
23,3,2,1.1278,16.36
23,4,1,1.7816,25.84
23,4,2,1.4312,20.76
23,5,1,2.2165,32.15
23,5,2,1.7975,26.07
23,6,1,2.7317,39.62
23,6,2,2.2355,32.42
23,7,1,3.3362,48.39
23,7,2,2.7541,39.94
23,8,1,4.0392,58.58
23,8,2,3.3623,48.77
23,9,1,4.8496,70.34
23,9,2,4.0695,59.02
23,10,1,5.7762,83.78
23,10,2,4.8844,70.84
23,11,1,6.8269,99.02
23,11,2,5.8158,84.35
23,12,1,8.0093,116.16
23,12,2,6.8716,99.66
23,13,1,9.3297,135.32
23,13,2,8.0594,116.89
23,14,1,10.7938,156.55
23,14,2,9.3855,136.13
23,15,1,12.4058,179.93
23,15,2,10.8554,157.44
23,16,1,14.169,205.5
23,16,2,12.4734,180.91
23,17,1,16.0853,233.3
23,17,2,14.2427,206.57
23,18,1,18.1554,263.32
23,18,2,16.1651,234.46
23,19,1,20.3788,295.57
23,19,2,18.2414,264.57
23,20,1,22.7543,330.02
23,20,2,20.471,296.91
23,21,1,25.2795,366.65
23,21,2,22.8525,331.45
23,22,1,27.9517,405.41
23,22,2,25.3836,368.16
23,23,1,30.7678,446.25
23,23,2,28.0616,407.0
23,24,1,33.7249,489.14
23,24,2,30.8834,447.93
23,25,1,36.8205,534.04
23,25,2,33.8461,490.9
24,1,1,0.7566,10.97
24,1,2,0.6817,9.89
24,2,1,0.9739,14.13
24,2,2,0.8816,12.79
24,3,1,1.24,17.98
24,3,2,1.1272,16.35
24,4,1,1.5621,22.66
24,4,2,1.426,20.68
24,5,1,1.9482,28.26
24,5,2,1.7856,25.9
24,6,1,2.4065,34.9
24,6,2,2.214,32.11
24,7,1,2.9453,42.72
24,7,2,2.7196,39.44
24,8,1,3.5729,51.82
24,8,2,3.3107,48.02
24,9,1,4.2975,62.33
24,9,2,3.9955,57.95
24,10,1,5.1271,74.36
24,10,2,4.7822,69.36
24,11,1,6.0692,88.03
24,11,2,5.6784,82.36
24,12,1,7.1304,103.42
24,12,2,6.6912,97.05
24,13,1,8.3169,120.63
24,13,2,7.8269,113.52
24,14,1,9.6337,139.72
24,14,2,9.091,131.85
24,15,1,11.0849,160.77
24,15,2,10.4881,152.12
24,16,1,12.6736,183.82
24,16,2,12.0215,174.36
24,17,1,14.4017,208.88
24,17,2,13.6936,198.61
24,18,1,16.27,235.98
24,18,2,15.5058,224.89
24,19,1,18.2784,265.11
24,19,2,17.4583,253.21
24,20,1,20.426,296.26
24,20,2,19.5504,283.55
24,21,1,22.7112,329.4
24,21,2,21.7807,315.9
24,22,1,25.1318,364.51
24,22,2,24.1474,350.23
24,23,1,27.6858,401.55
24,23,2,26.6484,386.5
24,24,1,30.3713,440.5
24,24,2,29.2814,424.69
24,25,1,33.187,481.34
24,25,2,32.0451,464.78
25,1,1,0.7482,10.85
25,1,2,0.6741,9.78
25,2,1,0.9633,13.97
25,2,2,0.8719,12.65
25,3,1,1.227,17.8
25,3,2,1.1152,16.17
25,4,1,1.5466,22.43
25,4,2,1.4115,20.47
25,5,1,1.9301,27.99
25,5,2,1.7685,25.65
25,6,1,2.386,34.61
25,6,2,2.1944,31.83
25,7,1,2.9227,42.39
25,7,2,2.6978,39.13
25,8,1,3.5491,51.47
25,8,2,3.2872,47.68
25,9,1,4.2736,61.98
25,9,2,3.9714,57.6
25,10,1,5.1046,74.04
25,10,2,4.7589,69.02
25,11,1,6.0502,87.75
25,11,2,5.6577,82.06
25,12,1,7.1177,103.23
25,12,2,6.6756,96.82
25,13,1,8.3137,120.58
25,13,2,7.8195,113.41
25,14,1,9.6441,139.88
25,14,2,9.0955,131.92
25,15,1,11.1136,161.19
25,15,2,10.5089,152.42
25,16,1,12.726,184.57
25,16,2,12.0637,174.97
25,17,1,14.4837,210.07
25,17,2,13.763,199.62
25,18,1,16.3881,237.69
25,18,2,15.6087,226.39
25,19,1,18.4397,267.45
25,19,2,17.6014,255.29
25,20,1,20.6376,299.32
25,20,2,19.7409,286.32
25,21,1,22.9803,333.3
25,21,2,22.0259,319.46
25,22,1,25.4656,369.35
25,22,2,24.4545,354.68
25,23,1,28.0909,407.42
25,23,2,27.0241,391.95
25,24,1,30.8534,447.49
25,24,2,29.7321,431.23
25,25,1,33.7508,489.52
25,25,2,32.5758,472.47
26,1,1,0.8602,12.48
26,1,2,0.6733,9.76
26,2,1,1.1043,16.02
26,2,2,0.8735,12.67
26,3,1,1.4023,20.34
26,3,2,1.1206,16.25
26,4,1,1.7625,25.56
26,4,2,1.4221,20.63
26,5,1,2.1934,31.81
26,5,2,1.7863,25.91
26,6,1,2.7041,39.22
26,6,2,2.2217,32.22
26,7,1,3.3036,47.92
26,7,2,2.7375,39.7
26,8,1,4.0012,58.03
26,8,2,3.3426,48.48
26,9,1,4.8058,69.7
26,9,2,4.0464,58.69
26,10,1,5.7261,83.05
26,10,2,4.8577,70.45
26,11,1,6.7704,98.2
26,11,2,5.7852,83.91
26,12,1,7.9461,115.25
26,12,2,6.8371,99.16
26,13,1,9.2598,134.3
26,13,2,8.0209,116.33
26,14,1,10.7173,155.44
26,14,2,9.3431,135.51
26,15,1,12.323,178.73
26,15,2,10.8094,156.78
26,16,1,14.0802,204.22
26,16,2,12.4241,180.2
26,17,1,15.9911,231.93
26,17,2,14.1905,205.82
26,18,1,18.0565,261.89
26,18,2,16.1107,233.67
26,19,1,20.2762,294.08
26,19,2,18.1854,263.76
26,20,1,22.6487,328.49
26,20,2,20.4142,296.08
26,21,1,25.1719,365.09
26,21,2,22.7958,330.63
26,22,1,27.8431,403.83
26,22,2,25.328,367.35
26,23,1,30.6591,444.67
26,23,2,28.008,406.22
26,24,1,33.6169,487.57
26,24,2,30.8326,447.19
26,25,1,36.7139,532.49
26,25,2,33.7988,490.21
27,1,1,0.8653,12.55
27,1,2,0.6809,9.88
27,2,1,1.1107,16.11
27,2,2,0.8831,12.81
27,3,1,1.4102,20.45
27,3,2,1.1325,16.43
27,4,1,1.7722,25.7
27,4,2,1.4368,20.84
27,5,1,2.2051,31.98
27,5,2,1.8041,26.17
27,6,1,2.7181,39.42
27,6,2,2.2431,32.53
27,7,1,3.3201,48.15
27,7,2,2.7628,40.07
27,8,1,4.0204,58.31
27,8,2,3.3724,48.91
27,9,1,4.8279,70.02
27,9,2,4.0809,59.19
27,10,1,5.7513,83.42
27,10,2,4.8974,71.03
27,11,1,6.7988,98.61
27,11,2,5.8305,84.56
27,12,1,7.9778,115.71
27,12,2,6.8882,99.91
27,13,1,9.2948,134.81
27,13,2,8.078,117.16
27,14,1,10.7554,155.99
27,14,2,9.4063,136.43
27,15,1,12.3641,179.33
27,15,2,10.8786,157.78
27,16,1,14.1242,204.85
27,16,2,12.4993,181.29
27,17,1,16.0375,232.6
27,17,2,14.2716,206.99
27,18,1,18.1049,262.59
27,18,2,16.1972,234.92
27,19,1,20.3261,294.81
27,19,2,18.2769,265.09
27,20,1,22.6996,329.23
27,20,2,20.5104,297.48
27,21,1,25.2233,365.83
27,21,2,22.896,332.08
27,22,1,27.8944,404.57
27,22,2,25.4316,368.85
27,23,1,30.7098,445.41
27,23,2,28.1143,407.76
27,24,1,33.6665,488.29
27,24,2,30.9411,448.76
27,25,1,36.762,533.19
27,25,2,33.9091,491.81
28,1,1,0.9218,13.37
28,1,2,0.832,12.07
28,2,1,1.1813,17.13
28,2,2,1.0712,15.54
28,3,1,1.4974,21.72
28,3,2,1.3637,19.78
28,4,1,1.8784,27.24
28,4,2,1.7177,24.91
28,5,1,2.3327,33.83
28,5,2,2.1416,31.06
28,6,1,2.8693,41.62
28,6,2,2.6442,38.35
28,7,1,3.4971,50.72
28,7,2,3.2345,46.91
28,8,1,4.2248,61.28
28,8,2,3.9212,56.87
28,9,1,5.0609,73.4
28,9,2,4.7129,68.36
28,10,1,6.0136,87.22
28,10,2,5.6181,81.48
28,11,1,7.0901,102.83
28,11,2,6.6442,96.37
28,12,1,8.297,120.34
28,12,2,7.7982,113.1
28,13,1,9.6399,139.81
28,13,2,9.0861,131.78
28,14,1,11.1233,161.33
28,14,2,10.5128,152.48
28,15,1,12.7506,184.93
28,15,2,12.0822,175.24
28,16,1,14.5238,210.65
28,16,2,13.7969,200.11
28,17,1,16.4441,238.5
28,17,2,15.6583,227.11
28,18,1,18.5113,268.48
28,18,2,17.6668,256.24
28,19,1,20.7244,300.58
28,19,2,19.8217,287.49
28,20,1,23.0816,334.77
28,20,2,22.1215,320.85
28,21,1,25.5806,371.02
28,21,2,24.5641,356.27
28,22,1,28.2191,409.28
28,22,2,27.1471,393.74
28,23,1,30.9949,449.54
28,23,2,29.8682,433.2
28,24,1,33.9063,491.77
28,24,2,32.7255,474.64
28,25,1,36.953,535.96
28,25,2,35.7181,518.05
29,1,1,0.6208,9.0
29,1,2,0.5584,8.1
29,2,1,0.8026,11.64
29,2,2,0.7252,10.52
29,3,1,1.0262,14.88
29,3,2,0.9313,13.51
29,4,1,1.2985,18.83
29,4,2,1.1833,17.16
29,5,1,1.6266,23.59
29,5,2,1.4882,21.58
29,6,1,2.018,29.27
29,6,2,1.8533,26.88
29,7,1,2.4806,35.98
29,7,2,2.2865,33.16
29,8,1,3.0224,43.84
29,8,2,2.7956,40.55
29,9,1,3.6514,52.96
29,9,2,3.3888,49.15
29,10,1,4.3755,63.46
29,10,2,4.074,59.09
29,11,1,5.2023,75.45
29,11,2,4.8588,70.47
29,12,1,6.1389,89.04
29,12,2,5.7507,83.41
29,13,1,7.1919,104.31
29,13,2,6.7563,97.99
29,14,1,8.367,121.35
29,14,2,7.8819,114.32
29,15,1,9.6692,140.24
29,15,2,9.1328,132.46
29,16,1,11.1026,161.03
29,16,2,10.5133,152.48
29,17,1,12.6701,183.77
29,17,2,12.0269,174.44
29,18,1,14.3738,208.47
29,18,2,13.6759,198.35
29,19,1,16.2144,235.17
29,19,2,15.4617,224.25
29,20,1,18.1921,263.86
29,20,2,17.3847,252.14
29,21,1,20.3061,294.52
29,21,2,19.4442,282.02
29,22,1,22.5547,327.13
29,22,2,21.6392,313.85
29,23,1,24.9361,361.67
29,23,2,23.9677,347.62
29,24,1,27.448,398.1
29,24,2,26.4277,383.3
29,25,1,30.0885,436.4
29,25,2,29.017,420.86
30,1,1,0.906,13.14
30,1,2,0.8177,11.86
30,2,1,1.1614,16.84
30,2,2,1.053,15.27
30,3,1,1.4724,21.36
30,3,2,1.3408,19.45
30,4,1,1.8471,26.79
30,4,2,1.6891,24.5
30,5,1,2.2939,33.27
30,5,2,2.106,30.54
30,6,1,2.8212,40.92
30,6,2,2.6001,37.71
30,7,1,3.4378,49.86
30,7,2,3.1799,46.12
30,8,1,4.1521,60.22
30,8,2,3.8541,55.9
30,9,1,4.9722,72.12
30,9,2,4.6309,67.17
30,10,1,5.9058,85.66
30,10,2,5.5183,80.04
30,11,1,6.9598,100.94
30,11,2,6.5233,94.61
30,12,1,8.1405,118.07
30,12,2,7.6526,110.99
30,13,1,9.4529,137.1
30,13,2,8.9118,129.25
30,14,1,10.9012,158.11
30,14,2,10.3053,149.47
30,15,1,12.4884,181.13
30,15,2,11.8367,171.68
30,16,1,14.2164,206.19
30,16,2,13.5082,195.92
30,17,1,16.0859,233.31
30,17,2,15.3211,222.21
30,18,1,18.0967,262.47
30,18,2,17.2755,250.56
30,19,1,20.2479,293.67
30,19,2,19.3707,280.95
30,20,1,22.5376,326.88
30,20,2,21.6052,313.36
30,21,1,24.9641,362.07
30,21,2,23.9772,347.76
30,22,1,27.5253,399.22
30,22,2,26.4848,384.13
30,23,1,30.2198,438.3
30,23,2,29.1261,422.44
30,24,1,33.0469,479.31
30,24,2,31.9002,462.67
30,25,1,36.0072,522.24
30,25,2,34.807,504.83
31,1,1,0.749,10.86
31,1,2,0.6749,9.79
31,2,1,0.9644,13.99
31,2,2,0.8729,12.66
31,3,1,1.2283,17.82
31,3,2,1.1165,16.19
31,4,1,1.5482,22.45
31,4,2,1.413,20.49
31,5,1,1.932,28.02
31,5,2,1.7703,25.68
31,6,1,2.3882,34.64
31,6,2,2.1965,31.86
31,7,1,2.9252,42.43
31,7,2,2.7001,39.16
31,8,1,3.5517,51.51
31,8,2,3.2898,47.71
31,9,1,4.2763,62.02
31,9,2,3.9741,57.64
31,10,1,5.1072,74.07
31,10,2,4.7616,69.06
31,11,1,6.0525,87.78
31,11,2,5.6602,82.09
31,12,1,7.1194,103.26
31,12,2,6.6776,96.85
31,13,1,8.3145,120.59
31,13,2,7.8207,113.43
31,14,1,9.6436,139.87
31,14,2,9.0956,131.92
31,15,1,11.1114,161.16
31,15,2,10.5074,152.4
31,16,1,12.7213,184.51
31,16,2,12.0601,174.92
31,17,1,14.4761,209.96
31,17,2,13.7567,199.52
31,18,1,16.3769,237.53
31,18,2,15.599,226.24
31,19,1,18.4241,267.22
31,19,2,17.5877,255.09
31,20,1,20.6168,299.02
31,20,2,19.7223,286.05
31,21,1,22.9536,332.91
31,21,2,22.0018,319.11
31,22,1,25.4322,368.86
31,22,2,24.4239,354.24
31,23,1,28.0501,406.83
31,23,2,26.9864,391.41
31,24,1,30.8045,446.78
31,24,2,29.6865,430.57
31,25,1,33.6933,488.68
31,25,2,32.5218,471.69
32,1,1,0.7178,10.41
32,1,2,0.6465,9.38
32,2,1,0.9251,13.42
32,2,2,0.837,12.14
32,3,1,1.1793,17.1
32,3,2,1.0716,15.54
32,4,1,1.4879,21.58
32,4,2,1.3575,19.69
32,5,1,1.8586,26.96
32,5,2,1.7023,24.69
32,6,1,2.2997,33.35
32,6,2,2.1143,30.67
32,7,1,2.8197,40.9
32,7,2,2.6017,37.73
32,8,1,3.4272,49.71
32,8,2,3.1732,46.02
32,9,1,4.1308,59.91
32,9,2,3.8373,55.66
32,10,1,4.9389,71.63
32,10,2,4.6026,66.76
32,11,1,5.8595,84.98
32,11,2,5.4772,79.44
32,12,1,6.9,100.08
32,12,2,6.469,93.82
32,13,1,8.0674,117.01
32,13,2,7.5848,110.01
32,14,1,9.3676,135.87
32,14,2,8.8312,128.09
32,15,1,10.8056,156.72
32,15,2,10.2136,148.14
32,16,1,12.3853,179.63
32,16,2,11.7362,170.22
32,17,1,14.1096,204.64
32,17,2,13.4024,194.39
32,18,1,15.9801,231.77
32,18,2,15.2143,220.67
32,19,1,17.9976,261.03
32,19,2,17.173,249.07
32,20,1,20.1614,292.42
32,20,2,19.2784,279.61
32,21,1,22.4703,325.91
32,21,2,21.5295,312.26
32,22,1,24.9222,361.47
32,22,2,23.9245,347.0
32,23,1,27.5145,399.07
32,23,2,26.4609,383.78
32,24,1,30.2446,438.66
32,24,2,29.1362,422.59
32,25,1,33.1096,480.22
32,25,2,31.9475,463.36
33,1,1,0.8388,12.17
33,1,2,0.8388,12.17
33,2,1,1.0773,15.62
33,2,2,1.0773,15.62
33,3,1,1.3687,19.85
33,3,2,1.3687,19.85
33,4,1,1.721,24.96
33,4,2,1.721,24.96
33,5,1,2.1426,31.08
33,5,2,2.1426,31.08
33,6,1,2.6423,38.32
33,6,2,2.6423,38.32
33,7,1,3.229,46.83
33,7,2,3.229,46.83
33,8,1,3.9117,56.73
33,8,2,3.9117,56.73
33,9,1,4.6991,68.15
33,9,2,4.6991,68.15
33,10,1,5.5998,81.22
33,10,2,5.5998,81.22
33,11,1,6.6216,96.04
33,11,2,6.6216,96.04
33,12,1,7.772,112.72
33,12,2,7.772,112.72
33,13,1,9.0572,131.36
33,13,2,9.0572,131.36
33,14,1,10.4829,152.04
33,14,2,10.4829,152.04
33,15,1,12.0532,174.82
33,15,2,12.0532,174.82
33,16,1,13.7714,199.74
33,16,2,13.7714,199.74
33,17,1,15.6394,226.83
33,17,2,15.6394,226.83
33,18,1,17.6582,256.11
33,18,2,17.6582,256.11
33,19,1,19.8272,287.57
33,19,2,19.8272,287.57
33,20,1,22.1454,321.19
33,20,2,22.1454,321.19
33,21,1,24.6105,356.95
33,21,2,24.6105,356.95
33,22,1,27.22,394.79
33,22,2,27.22,394.79
33,23,1,29.9711,434.7
33,23,2,29.9711,434.7
33,24,1,32.8611,476.61
33,24,2,32.8611,476.61
33,25,1,35.8876,520.51
33,25,2,35.8876,520.51
34,1,1,1.1029,16.0
34,1,2,0.9971,14.46
34,2,1,1.4079,20.42
34,2,2,1.2786,18.54
34,3,1,1.7782,25.79
34,3,2,1.6217,23.52
34,4,1,2.2229,32.24
34,4,2,2.0355,29.52
34,5,1,2.7516,39.91
34,5,2,2.5294,36.69
34,6,1,3.3743,48.94
34,6,2,3.1133,45.16
34,7,1,4.1007,59.48
34,7,2,3.7971,55.07
34,8,1,4.9406,71.66
34,8,2,4.5904,66.58
34,9,1,5.9033,85.62
34,9,2,5.5029,79.81
34,10,1,6.9975,101.49
34,10,2,6.5435,94.91
34,11,1,8.2314,119.39
34,11,2,7.7206,111.98
34,12,1,9.6118,139.41
34,12,2,9.0416,131.14
34,13,1,11.1447,161.64
34,13,2,10.5129,152.48
34,14,1,12.8349,186.15
34,14,2,12.1397,176.07
34,15,1,14.6855,213.0
34,15,2,13.9259,201.98
34,16,1,16.6987,242.19
34,16,2,15.8739,230.23
34,17,1,18.875,273.76
34,17,2,17.9849,260.85
34,18,1,21.2138,307.68
34,18,2,20.2588,293.83
34,19,1,23.7133,343.93
34,19,2,22.6944,329.15
34,20,1,26.3711,382.48
34,20,2,25.2892,366.79
34,21,1,29.1837,423.28
34,21,2,28.0403,406.69
34,22,1,32.1479,466.27
34,22,2,30.9443,448.81
34,23,1,35.2602,511.41
34,23,2,33.9977,493.1
34,24,1,38.5179,558.66
34,24,2,37.1975,539.51
34,25,1,41.9195,607.99
34,25,2,40.5416,588.01
35,1,1,0.8449,12.25
35,1,2,0.762,11.05
35,2,1,1.085,15.74
35,2,2,0.983,14.26
35,3,1,1.3783,19.99
35,3,2,1.2541,18.19
35,4,1,1.7332,25.14
35,4,2,1.5833,22.96
35,5,1,2.158,31.3
35,5,2,1.9791,28.7
35,6,1,2.6618,38.61
35,6,2,2.4502,35.54
35,7,1,3.2537,47.19
35,7,2,3.0058,43.6
35,8,1,3.943,57.19
35,8,2,3.655,53.01
35,9,1,4.7387,68.73
35,9,2,4.4071,63.92
35,10,1,5.6497,81.94
35,10,2,5.271,76.45
35,11,1,6.6844,96.95
35,11,2,6.2552,90.72
35,12,1,7.8504,113.86
35,12,2,7.3678,106.86
35,13,1,9.1545,132.78
35,13,2,8.6159,124.96
35,14,1,10.6028,153.78
35,14,2,10.0058,145.12
35,15,1,12.1999,176.94
35,15,2,11.5429,167.42
35,16,1,13.9495,202.32
35,16,2,13.2311,191.9
35,17,1,15.8539,229.94
35,17,2,15.0734,218.62
35,18,1,17.9142,259.82
35,18,2,17.0714,247.6
35,19,1,20.1305,291.97
35,19,2,19.2253,278.84
35,20,1,22.5015,326.36
35,20,2,21.5346,312.33
35,21,1,25.0251,362.96
35,21,2,23.9975,348.06
35,22,1,27.6987,401.74
35,22,2,26.6115,385.97
35,23,1,30.519,442.64
35,23,2,29.3735,426.03
35,24,1,33.4827,485.63
35,24,2,32.2802,468.19
35,25,1,36.5869,530.65
35,25,2,35.3285,512.4
36,1,1,1.142,16.56
36,1,2,0.6162,8.94
36,2,1,1.4568,21.13
36,2,2,0.7971,11.56
36,3,1,1.8391,26.67
36,3,2,1.0328,14.98
36,4,1,2.2986,33.34
36,4,2,1.3233,19.19
36,5,1,2.8455,41.27
36,5,2,1.6775,24.33
36,6,1,3.4902,50.62
36,6,2,2.1049,30.53
36,7,1,4.2435,61.55
36,7,2,2.6156,37.94
36,8,1,5.116,74.2
36,8,2,3.2199,46.7
36,9,1,6.118,88.73
36,9,2,3.9285,56.98
36,10,1,7.2594,105.29
36,10,2,4.7521,68.92
36,11,1,8.5494,124.0
36,11,2,5.7011,82.69
36,12,1,9.9961,144.98
36,12,2,6.7856,98.42
36,13,1,11.6069,168.34
36,13,2,8.015,116.25
36,14,1,13.3875,194.17
36,14,2,9.3981,136.31
36,15,1,15.3425,222.52
36,15,2,10.9425,158.71
36,16,1,17.475,253.45
36,16,2,12.6545,183.54
36,17,1,19.7865,286.98
36,17,2,14.5393,210.88
36,18,1,22.2771,323.1
36,18,2,16.6006,240.77
36,19,1,24.9455,361.8
36,19,2,18.8404,273.26
36,20,1,27.7889,403.05
36,20,2,21.2595,308.34
36,21,1,30.804,446.77
36,21,2,23.8569,346.02
36,22,1,33.9862,492.93
36,22,2,26.6307,386.25
36,23,1,37.3309,541.44
36,23,2,29.5776,428.99
36,24,1,40.8332,592.24
36,24,2,32.6935,474.18
36,25,1,44.489,645.26
36,25,2,35.9738,521.76
37,1,1,0.7114,10.32
37,1,2,0.6407,9.29
37,2,1,0.917,13.3
37,2,2,0.8296,12.03
37,3,1,1.1692,16.96
37,3,2,1.0623,15.41
37,4,1,1.4754,21.4
37,4,2,1.3459,19.52
37,5,1,1.8432,26.73
37,5,2,1.6882,24.48
37,6,1,2.2811,33.08
37,6,2,2.097,30.41
37,7,1,2.7972,40.57
37,7,2,2.5808,37.43
37,8,1,3.4003,49.32
37,8,2,3.1481,45.66
37,9,1,4.0989,59.45
37,9,2,3.8075,55.22
37,10,1,4.9013,71.09
37,10,2,4.5673,66.24
37,11,1,5.8154,84.35
37,11,2,5.4358,78.84
37,12,1,6.8488,99.33
37,12,2,6.4207,93.12
37,13,1,8.0082,116.15
37,13,2,7.5289,109.2
37,14,1,9.2996,134.88
37,14,2,8.7668,127.15
37,15,1,10.7279,155.6
37,15,2,10.1399,147.07
37,16,1,12.2971,178.35
37,16,2,11.6523,169.0
37,17,1,14.01,203.2
37,17,2,13.3075,193.01
37,18,1,15.8683,230.15
37,18,2,15.1075,219.12
37,19,1,17.8726,259.22
37,19,2,17.0534,247.34
37,20,1,20.0225,290.4
37,20,2,19.1452,277.68
37,21,1,22.3166,323.68
37,21,2,21.3818,310.12
37,22,1,24.7529,359.01
37,22,2,23.7615,344.63
37,23,1,27.329,396.37
37,23,2,26.282,381.19
37,24,1,30.042,435.72
37,24,2,28.9405,419.75
37,25,1,32.8895,477.02
37,25,2,31.7345,460.27
38,1,1,1.1289,16.37
38,1,2,1.0208,14.81
38,2,1,1.4405,20.89
38,2,2,1.3084,18.98
38,3,1,1.8186,26.38
38,3,2,1.6588,24.06
38,4,1,2.2727,32.96
38,4,2,2.0813,30.19
38,5,1,2.8127,40.79
38,5,2,2.5858,37.5
38,6,1,3.4487,50.02
38,6,2,3.1821,46.15
38,7,1,4.1908,60.78
38,7,2,3.8806,56.28
38,8,1,5.0491,73.23
38,8,2,4.6912,68.04
38,9,1,6.0333,87.51
38,9,2,5.6239,81.57
38,10,1,7.1524,103.74
38,10,2,6.688,97.0
